Poste,Date de Soumission,État,Lien,Date de réponse,CV utilisé,Contact Email,Entreprise,Mois,Catégorie Poste
Product Owner,2025-05-07,Sans réponse,https://www.linkedin.com/jobs/view/4209811971/?trackingId=pbyy09%2FZSrurW1Y1Kx1G8Q%3D%3D&refId=dO0TzjpESPOnNIq%2BwekdZQ%3D%3D&midToken=AQF6cDKQRpkL-Q&midSig=2fbPhMJdvfaXM1&trk=eml-email_next_best_action_digest_01-2Q3SbIBXTQiMPArDmB9Izg%3D%3D-0-L0QlwOo59OMlV3X5Tdi4fw%3D%3D&trkEmail=eml-email_next_best_action_digest_01-2Q3SbIBXTQiMPArDmB9Izg%3D%3D-0-L0QlwOo59OMlV3X5Tdi4fw%3D%3D-null-5mjdi4~macrxo9z~fd-null-null&eid=5mjdi4-macrxo9z-fd&otpToken=MTEwMTFlZTExYTI4Y2FjZGIyMjQwNGVkNDIxOGUyYjE4ZWM3ZDk0MTk4YTY4ODYxNzhjZTA4Njg0ZjU5NWFmNmY0ZGZiZGJjNjdlMmVlZGE1NzlkODQ5Y2ZkNzc5YWQyNDRmYjc3MzY5YTE0NTk5YjExYzUsMSwx,2025-06-06,CV1,,Teolia,5.0,Autre
Data Product Owner,2025-05-07,Sans réponse,https://www.linkedin.com/jobs/view/4202853213/?refId=x6EuNJUmSQiFjc0Gb31gYw%3D%3D&trackingId=h4ej%2F8VFRnGMRYTM2Vmi2g%3D%3D,2025-06-06,CV1,,Eulidia,5.0,Autre
Chef de projet Data,2025-05-07,Sans réponse,https://www.hellowork.com/fr-fr/emplois/63617542.html,2025-06-06,CV1,,Sept Lieues,5.0,Autre
Product Owner Data & IA,2025-05-07,Sans réponse,https://www.hellowork.com/fr-fr/emplois/63788555.html,2025-06-06,CV1,,Breople,5.0,Autre
Product Owner Data & ai,2025-05-07,Sans réponse,https://www.hellowork.com/fr-fr/emplois/65207727.html,2025-06-06,CV1,,CGI,5.0,Autre
Product Owner Data,2025-05-07,Refus,https://www.hellowork.com/fr-fr/emplois/64735602.html,,CV1,,Aubay,5.0,Autre
Product Owner Data,2025-05-07,Sans réponse,https://www.hellowork.com/fr-fr/emplois/64135127.html,2025-06-06,CV1,,Michael Page,5.0,Autre
Junior Business Data Analyst,2025-05-06,Sans réponse,https://www.welcometothejungle.com/fr/companies/dailymotion/jobs/junior-business-data-analyst-all-genders_issy-les-moulineaux?q=fdbb168193c0fd80447baf55a5fbf0fb&o=b33ef001-0cdb-4553-a2a9-d2ef4c2a4862,2025-06-05,CV1,,Dailymotion,5.0,Data Analyst
Consultant BI Junior/Confirmé,2025-05-06,Refus,https://www.welcometothejungle.com/fr/companies/octo-technology/jobs/consultant-bi-confirme-f-h-n_paris_OT_1z7r2Od?q=b1b5ade7d0323d5a8fc958185b14a342&o=3e67b062-f84c-4959-8f8d-7b43d61a8355,,CV1,,Octo Technology,5.0,Consultant Data
Consultant Junior Data secteur public,2025-05-06,Sans réponse,https://www.welcometothejungle.com/fr/companies/kpmg-france/jobs/consultant-junior-data-secteur-public-f-h_courbevoie?q=b1b5ade7d0323d5a8fc958185b14a342&o=954e15e9-6a48-4054-b43e-b935dcc8c53d,2025-06-05,CV1,,KPMG France,5.0,Autre
Data Product Owner,2025-05-06,Sans réponse,https://www.welcometothejungle.com/fr/companies/littlebigcode/jobs/data-product-owner-h-f_paris?q=5eb4df83217076e6e870cde8e2b1adef&o=42315d8e-6a9f-4f0d-a5fe-7260845422b0,2025-06-05,CV1,,Little Big Code,5.0,Autre
Data Product Owner / Data Intelligence - Junior,2025-05-06,Sans réponse,https://www.welcometothejungle.com/fr/companies/jakala/jobs/data-product-owner-data-intelligence-junior_paris?q=5eb4df83217076e6e870cde8e2b1adef&o=84f6931c-9a30-46a9-8868-439b20247d50,2025-06-05,CV1,,Jakala,5.0,Autre
Consultant - Data Owner & Data Scientist,2025-05-06,Refus,https://www.welcometothejungle.com/fr/companies/wigroup/jobs/consultant-e-product-data-scientist_paris?q=5eb4df83217076e6e870cde8e2b1adef&o=78280335-af03-4cdf-93ca-1aa7b2221b9e,,CV1,,Wivoo,5.0,Data Scientist
Data Analyst,2025-05-06,Sans réponse,https://www.linkedin.com/jobs/view/4219604465/?trackingId=jSfwdly0TZqSfVG7zFZzHw%3D%3D&refId=uK1XitBMQqWsnasuXmnd4g%3D%3D&midToken=AQF6cDKQRpkL-Q&midSig=2fksBNW9129HM1&trk=eml-email_application_confirmation_with_nba_01-jymbii-0-jobcard_body&trkEmail=eml-email_application_confirmation_with_nba_01-jymbii-0-jobcard_body-null-5mjdi4~mabd6ehj~aq-null-null&eid=5mjdi4-mabd6ehj-aq&otpToken=MTEwMTFlZTExYTI4Y2FjZGIyMjQwNGVkNDIxOGUzYjI4OWM4ZDk0NDliYWE4OTYxNzhjZTA4Njg0ZjU5NWFmNmY0ZGZhNzg2NTRlN2Q5ZDM3Zjg5NDBjMWM1ZTk4MGU4Mjg0M2ZkMjEyNWZmNGNmMzhiNDEsMSwx,2025-06-05,CV1,,Bien’ici,5.0,Data Analyst
Product Owner - Data,2025-05-05,Sans réponse,https://www.linkedin.com/jobs/view/4096867787/?eBP=CwEAAAGWoNVcKxBeySKPmUeJ6-nh8_2S_IdabbHclImZhs5F53NpJ--G15WdaQ7SOUo-g7srpGbXJL60gJPqh220_SNJSS8kVFwM8yzOmPoGQsmGC5Q9hsPeKarg0EzLt59QzF9xGbmsNa-W3WL6yjd8Hqv1hSg8j9-go9jhBkUPA8Z-TtY7CnnyDC1vFXAUlXZw-ONBEEVNF1_y_hixBqAMEb3c__qhb3VZj-QV4SJRp9jBbqbA-mpbDdJ6mz8PE82MWTDZi1gfdpmPxREmku9mNCiSPMwoYCwJNhWg1qhT4wMhwVA3qQgcojruFG-0_BpHdy2HpaS2efvsgMM3SCqGTAz62q1rIdlflGun8ZRHdnVKXpezpRV9Ng32nCZslXCzygN8xhTj7zaHux-C4WgASENAYfZ0Qz3UU3cAp_CBfld8AQjcCz3t8SY6R6_SSw54twizwzD2zSvh0ErvsOgkLgaKdPfv2HVQSNehQZihnZsUbJUBA1PLUhas4VLmcnwjnowi&refId=Pu6RJp3RZ9PEjbYYfVrbfg%3D%3D&trackingId=VQd1uNOcDRPREIzbrewj8w%3D%3D&trk=flagship3_search_srp_jobs,2025-06-04,CV1,,POD,5.0,Autre
Product Owner Data,2025-05-05,Refus,https://www.welcometothejungle.com/fr/companies/exalt/jobs/product-owner-data_paris_EXALT_R6ym5re?o=af8512cc-b1a4-4ff9-9951-decaee49d268,,CV1,,Exalt,5.0,Autre
Gestionnaire de données,2025-05-05,Sans réponse,https://www.linkedin.com/jobs/view/4204688963/?eBP=CwEAAAGWoMjyvs8iPtFR5mIOv8yB_ZBP5KJN3fatEyo077oqVeb6cZMsTvPZAEE23656nABjnV7Ks2MEKxduJzRKdjjtObG-cKpej-_LbV0U7hZD8018y9C0NYibgL9TiwA1lboUG_cwRF7gKlKYxDQPqiTEUURaHYfnftpOjhDFST4xFnI9uQpEuWHMAee8xdPPaOEhq-cNF9SllXVz9Ygt8jPmdYRopKzy-3e-2ROnPa9fNrdEwBzruy2ogzUmaJmn4W4hTFYTa86-NxQDNM_SnzwCOWVQSSpm6wlcL4f6QMucgK4Fi1ipJjB2Yd8-VxtzQJTMZQkW3EZwXEUsXja3eL_ZHgwbMoWmEq6zvWla4WlVEgkggvtQWiv1z3cC-B4Z2XBPqlh5m4SWNtyyPhWISYfKGR1vO4GwDIXbwh41h9ofq_5qJnCpkCTfJbKI5j-eb2U2PVh6nqr221yyvF2tiK_dYOpCWT8FDOtODLGtVoY3XiLMg8KSS6FecG-HwBDDsF9T4R30icuAgwc&refId=j2%2FyZieE%2BdWN0BTcei%2BGhw%3D%3D&trackingId=JDYws%2FZaFcNO2kdTNdbh3A%3D%3D,2025-06-04,CV1,,Groupe Actual,5.0,Autre
Consultant Digital & Data (junior),2025-05-05,Refus,https://hub.cartelis.com/recrutement/consultant-digital-and-data-(junior),,CV1,,Cartelis,5.0,Consultant Data
Consultant Data,2025-05-05,Sans réponse,https://www.linkedin.com/jobs/view/4211323163/?eBP=CwEAAAGWoMjuNGXjplJpXi6FsDsaCnTklc26K_8HGTy17OmwodsqNykflObsW-svMdqj7uW2LTHaefq8Q_1ghx0VNiDLNp7oCOhglvx3bgE-VvxKKw21UqsQC_ZoI12BGFN9TnssxM2sY4rpLEhkXfJod7XL7U5VQex9KJvYZrC1XcL-HHHwBZ92A4L5JmyGmoOg8f1N3ffQQhzEtr6EUoUV_VuDf9JxUsbPLJw0Eif3gU8myJ5AssfDEVprSZTiVbU3YvHNPE98l6IOPSuUTSL9SSSd1dGCBy16JIO8bujdbVR9AZTuNTKOHg7fX0yHoM6lSy82WOl9MFTtV7QWE2lKDkECppOok1c1lltSycI34k0hPqv0hAO4N9g_FvuCy506jEkuwdoUivDSHi656lGEzcpRzbTJ9OTT_8R09jn6V6inzrgclyG35Ajc5c7mAm_qUtolXyf4qmtm7o87uAwO-wl44vqGA7haYrjzkJMKBSwKGfLzTwtopDqzi8CUUczciyNP6uU&refId=TJ9kfePfXFLyn6zKaT40XA%3D%3D&trackingId=aqXwUuvHMz4t8StuxeW%2Bqw%3D%3D&trk=flagship3_search_srp_jobs,2025-06-04,CV1,,Fifty-Five,5.0,Consultant Data
Junior Data Consultant - Paris,2025-05-05,Candidature envoyée,https://www.linkedin.com/jobs/view/3715199355/?eBP=CwEAAAGWoMjuNKBNkTrWgqeOuPjTQCeN6OPhGk1mrczvFYO-mZTP-NFEmnUJtE7xZjAEAGFMx7N7GA88IvYDDszaqiXUlngYi6Y2Ih5W0n9IT6WkPB7S-UgPzk8KFO2KkJTfUWnqioH55fttNjS1kNL2_4ztlJVAFBIMHsQb7YkrkVoe5Sfn2p5aHR8tHEbMHDKJ_WVbYidqJuP_3gIZYzgYIMmoAZYkcYovHZFpYrsd7TH4zPM3pqskp2ANNbTKZD6-yeqO68GnR9vVTjskgJqibySnpYC1TDt67c-o8lU2xYsgy7oTaS1uvdxriWVhaoL5HDWO8pkA5S9x412g0uq19s8PqdHvvXF-QwZVkgsQTsvUnWuothtX_23f6rmMidjhYob9gbXgaSqZF8b0GPcFWRemRFYXP2dq0GIGU5z3PF3exPPIA4kC0LC9dlvw1gDOAdf6tnZuO_PP66h2FW4DR6Yhoz3USyc76UlJHjbj05OTIszg5YHHLbqa-4YIsaCj1VOk0wXEsA&refId=TJ9kfePfXFLyn6zKaT40XA%3D%3D&trackingId=Vxg1UXUP3%2BUoG5%2FixjCtWA%3D%3D&trk=flagship3_search_srp_jobs,,CV1,,Artefact,5.0,Autre
Product Owner,2025-04-22,Sans réponse,,2025-05-22,CV1,tkorbon@extia.fr,Extia France,4.0,Autre
Data Engineer Junior / Intermédiaire,2025-05-26,Sans réponse,https://www.welcometothejungle.com/fr/companies/the-bradery/jobs/data-engineer-junior-intermediaire_paris?sp_ref=9644741d-e4eb-41db-bcb6-a41502c79da4&sp_src=job_alert_email&utm_medium=email&utm_source=job_alerts&utm_campaign=meilisearch,2025-06-25,CV1,,The Bradery,5.0,Data Engineer
Data Engineer,2025-03-29,Sans réponse,https://www.welcometothejungle.com/fr/companies/mediaperformances/jobs/stage-data-engineer-bi-h-f_courbevoie?q=55283d9bd489253a5c165128f25aef3c&o=cbf681a3-4c19-41ed-80df-1373943a31b4,2025-04-28,CV1,,Media Performances,3.0,Data Engineer
Data Engineer,2025-03-29,Sans réponse,https://www.welcometothejungle.com/fr/companies/trusk/jobs/stage-data-analyst-h-f_st-ouen_TRUSK_PdlpqVx?q=7b58b2e9d2356c3f2ec17a2607862692&o=3c47eabf-0ebd-440a-83e2-5a7abc334a8b,2025-04-28,CV1,,Trusk,3.0,Data Engineer
Data Scientist,2025-03-29,Sans réponse,https://www.welcometothejungle.com/fr/companies/artefact/jobs/intern-data-scientist_paris?q=f2429388db8aa0280c8b2a34116ff53e&o=30c46004-cc0a-4cdb-aca4-7b3884c21226,2025-04-28,CV1,,Artefact,3.0,Data Scientist
Consultant débutant en data analytics,2025-03-29,Sans réponse,,2025-04-28,CV1,,EY,3.0,Autre
Data Scientist,2025-03-29,Refus,https://www.welcometothejungle.com/fr/companies/margo/jobs/margo-analytics-data-scientist-h-f_paris?q=f2429388db8aa0280c8b2a34116ff53e&o=074f03ed-059a-4121-8977-94ba00d62b51,,CV1,,Margo,3.0,Data Scientist
Data Engineer,2025-03-28,Sans réponse,https://www.welcometothejungle.com/fr/companies/lucky-cart/jobs/data-engineer_paris?q=a25d95beb708f1d0819fe3e68fa78592&o=2868738f-b442-4353-862a-cbedb4d089a0,2025-04-27,CV1,,Lucky Cart,3.0,Data Engineer
Consultant Junior,2025-03-28,Refus,https://www.welcometothejungle.com/fr/companies/kpmg-france/jobs/consultant-junior-data-secteur-public-f-h_courbevoie?q=5fecffef3aea05a3123de5fa67027e06&o=954e15e9-6a48-4054-b43e-b935dcc8c53d,,CV1,,KPMG,3.0,Autre
Stage Data Analyst,2025-03-28,Sans réponse,https://www.welcometothejungle.com/fr/companies/back-market/jobs/business-data-analyst-intern_paris_BM_lGpRJLx,2025-04-27,CV1,,Back Market,3.0,Data Analyst
Stage - Data Scientist,2025-03-28,Refus,https://www.welcometothejungle.com/fr/companies/polynom/jobs/stage-data-scientist_rueil-malmaison?q=b20169a65f3ab776b6d1a7340a4214fc&o=01b1618c-09e9-46ae-a7e9-c00ca6a6b8a7,,CV1,,Polynom,3.0,Data Scientist
nan,,Pas encore candidaté,,,CV3,,Nom de l’entreprise,,Autre
data analytics engineer,2025-03-13,Sans réponse,https://www.laposterecrute.fr/offre/2025-194999,2025-04-12,CV1,,La Poste,3.0,Analytics Engineer
Data Scientist - Ai Engineer,2025-03-13,Sans réponse,https://jeunesdavenirs-recrut.fr/offre/e38671eace98a1bca64379ca881aaa6fb61c0798,2025-04-12,CV1,,Dassault Aviation,3.0,Data Scientist
Data scientist,2025-03-11,Refus,https://pernodricard.wd3.myworkdayjobs.com/fr-FR/pernod-ricard/job/Paris/Data-Science-Intern_JR-047276-1,,CV1,,Pernot Ricard,3.0,Data Scientist
Data scientist,2025-03-11,Refus,https://jobs.foodles.co/jobs/5216157-data-scientist-specialite-recherche-operationnelle-f-h,,CV1,aurore.baudry@foodles.teamtailor-mail.com,Foodles,3.0,Data Scientist
Data Scientist,2025-03-11,Refus,https://philips.wd3.myworkdayjobs.com/fr-FR/jobs-and-careers/job/Paris-FR/Stage-Data-Science_550725,,CV1,,Philips,3.0,Data Scientist
Data Scientist,2025-03-11,Sans réponse,https://wd3.myworkdaysite.com/en-US/recruiting/havas/GroupExternalCareerSite/job/Puteaux/STAGE---DATA-SCIENTIST-IA---Dveloppement--H-F-_JR0081547-1,2025-04-10,CV1,,Havas,3.0,Data Scientist
Data Scientist,2025-03-11,Sans réponse,https://careers.cegedim.com/fr/annonce/3546261-stage-data-scientist-hf-boulogne-billancourt-92100-boulogne-billancourt,2025-04-10,CV1,,Cegedim,3.0,Data Scientist
Data Scientist,2025-03-11,Sans réponse,https://careers.deepki.com/jobs/5272450-data-scientist-6-months-internship,2025-04-10,CV1,aloysia.de.lavergnolle@deepki.teamtailor-mail.com,Deepki,3.0,Data Scientist
Data Integration,2025-03-11,Sans réponse,https://careers.deepki.com/jobs/3511244-stage-data-integration-6-mois,2025-04-10,CV1,aloysia.de.lavergnolle@deepki.teamtailor-mail.com,Deepki,3.0,Autre
Data Scientist,2025-03-11,Sans réponse,https://www.hellowork.com/fr-fr/emplois/60305948.html,2025-04-10,CV1,,Socotec,3.0,Data Scientist
Data Scientist,2025-03-11,Refus,https://www.hellowork.com/fr-fr/emplois/62818356.html?utm_source=jobalert&utm_medium=email&utm_campaign=jobalert&utm_content=offre_title&utm_term=62818356#postuler,,CV1,mailto:talentacquisition@saur.com,Saur Europe,3.0,Data Scientist
Junior Pricing & Revenue Analyst,2025-03-10,Sans réponse,https://www.welcometothejungle.com/fr/companies/oscaro/jobs/junior-pricing-revenue-analyst-f-h_gennevilliers?q=1f4d57ae89aba8abbc4d8246ce7aa04f&o=f62ae0a4-5cdf-4648-8e1b-4eec740af668,2025-04-09,CV1,,Oscaro,3.0,Autre
Junior Data scientist,2025-03-10,Sans réponse,https://www.welcometothejungle.com/fr/companies/skillcorner/jobs/junior-data-scientist_paris?q=1f4d57ae89aba8abbc4d8246ce7aa04f&o=69d2ff0f-ae5e-4585-ae48-a2c5286cba38,2025-04-09,CV1,,Skillcorner,3.0,Data Scientist
Junior Data Scientist,2025-03-02,Refus,https://www.welcometothejungle.com/fr/companies/skillcorner/jobs/junior-data-scientist_paris?q=1f4d57ae89aba8abbc4d8246ce7aa04f&o=69d2ff0f-ae5e-4585-ae48-a2c5286cba38,,CV1,,Skillcorner,3.0,Data Scientist
Consultant Data,2025-03-10,Sans réponse,https://www.welcometothejungle.com/fr/companies/oresys/jobs/consultant-data_paris?q=10c5d78e705b0c8e47de1951233cd8ca&o=90b38f1e-0bcb-4967-a56a-ccacf40c97a0&oauth_origin_reference=signin&oauth_provider=google,2025-04-09,CV1,,Oresys,3.0,Consultant Data
Data Analyst,2025-03-10,Refus après entretien,https://www.welcometothejungle.com/fr/companies/la-fourche/jobs/stage-data-analyst_paris?q=10c5d78e705b0c8e47de1951233cd8ca&o=607a7c76-3bca-4edc-b2cc-58344825468d,,CV1,,La Fourche,3.0,Data Analyst
Consultant Data Analyst,2025-03-10,Refus,https://www.welcometothejungle.com/fr/companies/actinvision/jobs/consultant-data-visualisation-f-h_strasbourg?q=10c5d78e705b0c8e47de1951233cd8ca&o=71eda0a2-c774-4fab-bbb3-ad9372f83570&oauth_origin_reference=signin&oauth_provider=google,,CV1,,Actinvision,3.0,Data Analyst
Data Scientist,2025-03-05,Sans réponse,https://www.hellowork.com/fr-fr/emplois/62565902.html,2025-04-04,CV1,andreas@immonator.fr,Immonator,3.0,Data Scientist
Data Engineer/Science,2025-03-03,Sans réponse,https://www.linkedin.com/jobs/view/4148283764/?trackingId=&refId=&midToken=AQF6cDKQRpkL-Q&midSig=3M3RVEZ56gMHE1&trk=eml-email_jobs_job_application_viewed_01-applied_jobs-0-applied_job&trkEmail=eml-email_jobs_job_application_viewed_01-applied_jobs-0-applied_job-null-5mjdi4~m7t0dag6~g1-null-null&eid=5mjdi4-m7t0dag6-g1&otpToken=MTEwMTFlZTExYTI4Y2FjZGIyMjQwNGVkNDIxZmU3YjQ4Y2NjZDI0NDkwYWM4ZjYxNzhjZTA4Njg0ZjU5NWFmNmY0ZGZhZDgxMTBkMmU1ZmI2NWI5MDkzYjc2NTJkY2Y3OWFjNTY5MGJhZWJjNDM3MzQxZGIsMSwx,2025-04-02,CV1,simier@lemonde.fr,Le Monde,3.0,Data Engineer
ML Engineer,2025-03-02,Refus,https://www.linkedin.com/jobs/view/4170261643/?trackingId=RXlFjVdoSV6FChKbiSq8XQ%3D%3D&refId=lpzYF9PrS1i6D1zh7TyH%2Fw%3D%3D&midToken=AQF6cDKQRpkL-Q&midSig=2XJW_etcJ_KrE1&trk=eml-email_job_alert_digest_01-job_card-0-jobcard_body&trkEmail=eml-email_job_alert_digest_01-job_card-0-jobcard_body-null-5mjdi4~m7qpg33d~zv-null-null&eid=5mjdi4-m7qpg33d-zv&otpToken=MTEwMTFlZTExYTI4Y2FjZGIyMjQwNGVkNDIxZWVmYjI4Y2M3ZDY0MjljYWQ4YjYxNzhjZTA4Njg0ZjU5NWFmNmY0ZGZhM2VhNzRmOWQ4ZGU1YWEzZGJjZjdlNDgzZjlmZDRjMmI2MjAxMGY4OWUxNWVjNTUsMSwx,,CV1,marine@sweep.teamtailor-mail.com,Sweep,3.0,Data Scientist
Analytics Engineer,2025-02-28,Refus,https://www.linkedin.com/jobs/view/4170848326/?trackingId=Ioj4kMyLSDGB3TGYWGjRDg%3D%3D&refId=DSHwR7aGTMe7siicf%2BTCvw%3D%3D&midToken=AQF6cDKQRpkL-Q&midSig=23px18NGvLIHE1&trk=eml-email_job_alert_digest_01-job_card-0-jobcard_body&trkEmail=eml-email_job_alert_digest_01-job_card-0-jobcard_body-null-5mjdi4~m7p1fl5e~b8-null-null&eid=5mjdi4-m7p1fl5e-b8&otpToken=MTEwMTFlZTExYTI4Y2FjZGIyMjQwNGVkNDIxZWUwYjI4Y2NmZDQ0ODlhYWY4NjYxNzhjZTA4Njg0ZjU5NWFmNmY0ZGZkYzhhNjdmMGRmODg3ZjhkYzI4YjEzYjVlYmRmZDE4YTk3YTAxYWMwNzI0ZDIzOTEsMSwx,,CV1,,Ogury Ltd,2.0,Analytics Engineer
Data Scientist Junior,2025-02-28,Refus,https://fr.indeed.com/viewjob?jk=f8c171994da0a579&tk=1il5rei5kkhea801&from=serp&vjs=3,,CV1,,GHU Paris psychiatrie & neurosciences,2.0,Data Scientist
Data Analytics Engineer,2025-02-27,Sans réponse,https://careers.accor.com/fr/fr/job/data-analytics-engineer-h-f-x-in-issy-les-moulineaux-france-jid-24510,2025-03-29,CV1,,Accor,2.0,Analytics Engineer
Data Scientist Junior,2025-02-26,Sans réponse,https://www.linkedin.com/jobs/view/4168331356/?refId=f3138673-b2fb-4a1f-b962-1bc90e601e6d&trackingId=BRSK2OVuS2Sr%2FGTCyZlryw%3D%3D&trk=flagship3_job_home_savedjobs,2025-03-28,CV1,,Quinten Health,2.0,Data Scientist
Data Engineer,2025-02-26,Sans réponse,https://www.linkedin.com/jobs/view/4164189720/?refId=f3138673-b2fb-4a1f-b962-1bc90e601e6d&trackingId=UTO91bMJQlGHzQ6U%2FXr3nA%3D%3D&trk=flagship3_job_home_savedjobs,2025-03-28,CV1,,Sanofi,2.0,Data Engineer
Analyst Score,2025-02-26,Sans réponse,https://www.linkedin.com/jobs/view/4165786783/?refId=f3138673-b2fb-4a1f-b962-1bc90e601e6d&trackingId=YFg9C5fRSfaEsdN9jaOheA%3D%3D&trk=flagship3_job_home_savedjobs,2025-03-28,CV1,,Renault Group,2.0,Autre
Data Engineer,2025-02-25,Refus,https://www.linkedin.com/jobs/view/4167169427/?eBP=CwEAAAGVPNBhQ6B5RdLgflAE1Q6Q-hoeRvvm4Z27ayShxupB4LrIbT7cOzJ1PG65EL71cdNJr0YTH15EfV6x4SeK9Iy_CySSEFu2UbjCg9COE_7fMsgWN48jciSe5uBvKop6HwflhfXVLodx5WuQ4Betn4A-si8fKjWAM2P7973uqsK5tqjnNET-VMnmT83cNz_puzZCxh-afyeq6zC9MagS8iX-I-uLapb5ksfKgSl4m2LlCTJUg7pvD16Orx-GrHewRfgnQklXsTTTqdbrJ6zOXlhpfSmo2-x8p9HwjRq0Y2oVmM-TtA7QQGbj8q57lMIk5FcL0aDnFGqRdOYPl_Q49RULR9sdpIXnIPjbHS1gM7KWr1ijvf7H8X9Egn6j8WBW0Wbfd8OdVchtcqkiXnI8hJgpf91bX201Ej_aHAlhZWgv6GMG-hc5giwFVph6-QpVgcmQhEEYl0MnvZrlNadGoVqiczRsHWxmV7eIQkA&refId=RQggKuwByNbwbWdToBtt5Q%3D%3D&trackingId=EV8xeQSI9tIr60fiz8Ds6A%3D%3D&trk=flagship3_search_srp_jobs,,CV1,,Sia,2.0,Data Engineer
Data Engineer,2025-02-25,Sans réponse,https://airliquidehr.wd3.myworkdayjobs.com/fr-FR/AirLiquideExternalCareer/job/Stage--Data-Engineer-F-H_R10063035,2025-03-27,CV1,,Air Liquide,2.0,Data Engineer
Dat Engineer,2025-02-25,Sans réponse,https://jobs.stationf.co/companies/data-data-1/jobs/python-software-development-intern_paris,2025-03-27,CV1,,Data & Data,2.0,Autre
Data & Software Engineer,2025-02-24,Sans réponse,https://www.linkedin.com/jobs/view/4160776620/?eBP=BUDGET_EXHAUSTED_JOB&refId=R%2Bv5qkcC38SZSpq3OawQIQ%3D%3D&trackingId=JlxPffokO00ziLHeYdMOcQ%3D%3D&trk=flagship3_search_srp_jobs,2025-03-26,CV1,,Artefact - Vivadata,2.0,Autre
Data Engineer,2025-02-23,Refus,,,CV1,,Appollo Plus,2.0,Data Engineer
ML Engineer,2025-02-23,Sans réponse,,2025-03-25,CV1,,Opale,2.0,Data Scientist
Data Engineer,2025-02-23,Sans réponse,,2025-03-25,CV1,,Kraaft,2.0,Data Engineer
Data Scientist,2025-02-23,Refus,,,CV1,guillaume@revolt.eco,Revolt.eco,2.0,Data Scientist
Cloud Database Engineer,2025-02-22,Sans réponse,https://www.welcometothejungle.com/fr/companies/bpi-france-digital/jobs/dba-postgresql-f-h_toute-la-france?q=436039946f5daafb5483d2cceb81309e&o=9197f19f-c50f-446c-9b77-7b8fce22da86,2025-03-24,CV1,,BPI France,2.0,Autre
Data scientist (speech to text),2025-02-22,Refus,https://www.welcometothejungle.com/fr/companies/littlebigcode/jobs/data-scientist-speech-to-text-h-f_paris?q=436039946f5daafb5483d2cceb81309e&o=13da3aa3-90ef-4ead-8ea0-69fd1d3a5bb7,,CV1,,Little Big Code,2.0,Data Scientist
Data Scientist,2025-02-22,Sans réponse,https://www.welcometothejungle.com/fr/companies/52-entertainment/jobs/data-scientist_boulogne-billancourt?q=f67980e41d034b0522781575b6c72659&o=0c1bb36c-d988-44bd-a848-5878860f7b1d&oauth_origin_reference=signin&oauth_provider=google,2025-03-24,CV1,,52 Entertainment,2.0,Data Scientist
Data Engineer,2025-06-17,Refus,https://www.welcometothejungle.com/fr/companies/sicara/jobs/data-engineer-cdi-paris_paris?q=f67980e41d034b0522781575b6c72659&o=2c469b17-f6f2-4816-9acc-205a2c8c159b,,CV1,thomas.roulleauxdugage@theodo.com,Sicara - Theodo Data & IA,6.0,Data Engineer
Data Engineer LLM - ETL,2025-02-22,Refus,https://www.welcometothejungle.com/fr/companies/gymglish/jobs/data-engineer-llm-etl_paris,,CV1,,Aimigo,2.0,Data Engineer
Data Engineer-Scientist,2025-02-21,Refus,https://www.linkedin.com/jobs/view/4158275337/?eBP=CwEAAAGVJ8ACKAsYrYgC7JfLaVqrZt6yGzmIsJEHJRl1OKbRFd5m8jI7C_iLuPDsLgXO1zxwFASg_OFr6017VxZJgiE87CKl_XSYo44mOhTtqIhL6apWEYxg_IT2iw1TH-Ekjp7ssTtJ3s_8HiDshY-p1MOpfNxs1lCFlrTV5VMSMl3Gdrnq2s9H33xeiwzGhS2lzoRbthQ8resf-TKFqHuKJc7vV3J0oCGmURccFszIjUmHiywOwInEg0ek6V4PznphwvdooqzWD3ntY05VfbmLnxzYJ6TPHf7WwXmD4Tut7pD0ANn3ZNXnjSt2Dc5qruQHQEOKvLUlKDZ71jhR6fefDlzCeyDPVFDRR51SNG9IekVJDqMqXOo2xS1dQrDhmSOg59hGpiTAxDV4kEN3DcYRTFrVVj0sRyVqf38GMgW3tRs8Jh2Zck_3r_-vVE1VWev-jlOlcxCD4pnlFL_E&refId=kTZQOwis2N%2FWy5kz7kC4UQ%3D%3D&trackingId=deVX5SNvUzQTmZR%2FbRyK0g%3D%3D&trk=flagship3_search_srp_jobs,,CV1,,Accenture France,2.0,Data Engineer
